 face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
0,7.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.5,0.11,2.05,0.7,1.44,0.0,0.16,0.0,0.0,0.66,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,7.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.37,0.17,2.1,0.65,1.38,0.0,0.17,0.0,0.0,0.69,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,7.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.73,0.35,2.23,0.61,0.96,0.0,0.23,0.0,0.0,0.65,0.19,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,7.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.73,0.36,2.35,0.53,0.92,0.0,0.31,0.0,0.0,0.52,0.31,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,7.32,0.98,1,0.07,0.0,0.0,0.0,0.0,0.89,0.43,2.42,0.44,0.62,0.0,0.39,0.0,0.0,0.39,0.44,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,7.36,0.98,1,0.15,0.0,0.0,0.0,0.0,0.72,0.3,2.41,0.26,0.49,0.0,0.56,0.01,0.0,0.32,0.58,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,7.4,0.98,1,0.31,0.0,0.0,0.0,0.0,0.74,0.24,2.34,0.11,0.22,0.0,0.71,0.13,0.0,0.32,0.74,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,7.44,0.98,1,0.46,0.0,0.0,0.04,0.0,0.47,0.1,2.26,0.01,0.11,0.0,0.79,0.34,0.0,0.26,0.89,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,7.48,0.98,1,0.65,0.0,0.0,0.04,0.0,0.2,0.04,2.19,0.0,0.05,0.0,0.84,0.45,0.0,0.33,1.15,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,7.52,0.98,1,0.7,0.0,0.0,0.04,0.01,0.36,0.01,2.01,0.0,0.0,0.03,1.08,0.36,0.0,0.22,1.22,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,7.56,0.98,1,0.79,0.0,0.0,0.0,0.04,0.78,0.01,1.76,0.0,0.0,0.03,1.35,0.14,0.0,0.2,1.26,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,7.6,0.98,1,0.99,0.0,0.0,0.0,0.17,1.39,0.0,1.54,0.0,0.0,0.46,1.59,0.34,0.0,0.09,1.27,0.16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,7.64,0.98,1,1.49,0.0,0.0,0.0,0.33,1.68,0.0,1.42,0.0,0.0,0.92,1.54,0.75,0.0,0.09,1.26,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,7.68,0.93,1,2.06,0.0,0.0,0.0,0.54,1.88,0.0,1.08,0.0,0.0,2.36,1.32,0.9,0.0,0.09,1.11,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,7.72,0.98,1,2.45,0.0,0.0,0.11,0.64,1.96,0.0,0.74,0.0,0.0,3.16,1.11,0.77,0.0,0.25,1.01,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,7.76,0.98,1,2.79,0.0,0.0,0.16,0.74,1.86,0.0,0.24,0.0,0.0,4.24,0.89,0.89,0.0,0.81,1.14,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,7.8,0.98,1,3.1,0.0,0.0,0.25,0.72,1.74,0.0,0.14,0.0,0.0,3.56,0.97,0.91,0.0,1.33,1.48,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,7.84,0.98,1,3.38,0.0,0.13,0.14,0.66,1.38,0.0,0.1,0.0,0.0,3.36,1.3,0.97,0.0,1.54,1.64,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,7.88,0.98,1,3.64,0.0,0.46,0.08,0.57,1.08,0.0,0.25,0.0,0.0,2.48,1.91,0.69,0.0,1.6,2.08,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0,7.92,0.98,1,3.72,0.0,0.87,0.06,0.45,0.7,0.0,0.48,0.0,0.0,2.21,2.29,0.52,0.0,1.95,2.51,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0,7.96,0.93,1,3.91,0.0,1.35,0.18,0.31,0.37,0.02,0.44,0.0,0.0,1.91,2.19,0.28,0.0,2.26,2.93,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0,8.0,0.93,1,3.76,0.0,1.78,0.22,0.18,0.13,0.1,0.33,0.0,0.0,1.26,1.78,0.0,0.0,2.55,3.12,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,8.04,0.88,1,3.69,0.01,2.12,0.16,0.08,0.03,0.26,0.1,0.0,0.0,1.29,1.59,0.0,0.0,2.63,3.42,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,8.08,0.88,1,3.47,0.01,2.17,0.05,0.06,0.03,0.44,0.05,0.0,0.0,0.98,1.7,0.0,0.0,2.88,3.72,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,8.12,0.88,1,3.3,0.01,2.06,0.0,0.01,0.06,0.5,0.04,0.0,0.0,1.85,1.93,0.0,0.0,3.06,3.64,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,8.16,0.03,0,2.11,0.0,1.31,0.0,0.01,0.03,0.34,0.04,0.0,0.0,1.33,1.36,0.0,0.0,2.11,2.38,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,8.2,0.73,0,1.91,0.0,1.35,0.0,0.0,0.03,0.26,0.04,0.0,0.0,1.94,1.61,0.16,0.0,2.19,2.37,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,8.24,0.88,1,2.02,0.0,1.49,0.0,0.0,0.0,0.33,0.0,0.0,0.0,2.29,1.8,0.27,0.0,2.39,2.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,8.28,0.03,0,2.02,0.0,1.49,0.0,0.0,0.0,0.33,0.0,0.0,0.0,2.29,1.8,0.27,0.0,2.39,2.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.32,0.73,0,2.0,0.0,1.63,0.0,0.04,0.0,0.51,0.0,0.0,0.0,2.58,1.71,0.38,0.0,2.68,1.92,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.36,0.88,1,1.29,0.0,0.83,0.18,0.06,0.04,0.3,0.12,0.0,0.31,1.96,1.49,0.27,0.93,1.86,1.77,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.4,0.98,1,1.56,0.23,0.83,0.71,0.06,0.04,0.3,0.3,0.0,0.95,2.87,2.1,0.27,1.87,2.71,2.37,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.44,0.98,1,0.72,0.23,0.0,1.03,0.02,0.04,0.0,0.51,0.0,1.45,2.21,2.23,0.0,2.89,2.02,1.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.48,0.98,1,0.45,0.23,0.0,1.11,0.0,0.0,0.01,0.67,0.04,1.77,2.25,2.53,0.0,3.07,2.19,1.71,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.52,0.98,1,0.18,0.0,0.0,0.58,0.0,0.08,0.18,0.79,0.11,1.66,2.11,2.79,0.0,3.32,1.85,1.57,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.56,0.98,1,0.12,0.0,0.0,0.27,0.0,0.13,0.32,0.84,0.19,1.65,2.27,3.23,0.0,3.57,1.53,1.43,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.6,0.98,1,0.01,0.0,0.0,0.0,0.0,0.13,0.52,0.92,0.29,1.61,2.38,3.4,0.0,3.82,1.27,1.37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04,0.66,0.98,0.28,1.8,2.44,3.91,0.0,3.93,1.11,1.29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.19,0.27,1.89,2.61,3.92,0.0,4.02,0.94,1.09,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.72,0.98,1,0.0,0.0,0.0,0.1,0.0,0.0,1.02,1.4,0.26,1.88,3.08,4.43,0.0,4.0,1.04,1.37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.76,0.98,1,0.0,0.0,0.0,0.1,0.0,0.0,0.7,1.04,0.19,1.16,2.24,3.04,0.0,2.7,0.67,0.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.8,0.03,0,0.0,0.0,0.0,0.1,0.0,0.0,0.39,0.97,0.13,1.16,2.89,3.33,0.0,2.56,0.58,0.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.41,0.0,0.58,1.64,1.67,0.0,1.21,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.88,0.03,0,0.0,0.0,0.21,0.0,0.0,0.24,0.46,0.78,0.0,1.0,2.82,3.1,0.0,2.31,0.1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.92,0.98,1,0.0,0.0,0.21,0.0,0.0,0.24,0.63,0.48,0.0,0.73,2.24,2.79,0.0,2.3,0.0,0.56,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,8.96,0.98,1,0.0,0.0,0.28,0.0,0.0,0.24,1.02,0.82,0.0,1.03,3.46,4.37,0.0,3.35,0.0,1.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.0,0.98,1,0.0,0.0,0.07,0.0,0.0,0.19,1.07,0.7,0.0,0.99,3.54,4.61,0.0,3.16,0.0,1.81,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.04,0.98,1,0.0,0.0,0.07,0.0,0.0,0.19,0.77,0.6,0.0,0.68,2.48,3.25,0.0,1.96,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.08,0.03,0,0.0,0.0,0.0,0.0,0.0,0.19,0.38,0.26,0.0,0.37,1.26,1.67,0.0,0.92,0.0,0.86,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.12,0.52,0,0.0,0.0,0.0,0.0,0.0,0.44,0.3,0.0,0.06,0.33,1.52,0.87,0.0,0.89,0.17,0.66,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.44,0.3,0.0,0.06,0.33,1.52,0.87,0.0,0.89,0.17,0.66,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.2,0.03,0,0.0,0.0,0.0,0.0,0.0,0.57,0.63,0.0,0.53,0.49,1.95,2.04,0.0,1.4,0.46,1.36,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.12,0.33,0.0,0.46,0.16,0.43,1.17,0.0,0.51,0.29,0.7,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.28,0.03,0,0.0,0.0,0.0,0.0,0.17,0.12,0.76,0.17,0.73,0.51,1.65,2.19,0.0,1.43,0.77,1.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.32,0.98,1,0.0,0.0,0.0,0.0,0.32,0.0,0.94,1.06,0.27,0.35,2.89,2.18,0.0,2.15,0.65,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,9.36,0.98,1,0.0,0.0,0.0,0.0,0.32,0.0,0.94,1.06,0.27,0.35,2.89,2.18,0.0,2.15,0.65,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,9.4,0.03,0,1.67,1.67,0.0,0.45,1.08,1.67,0.5,1.22,0.45,0.0,2.34,1.81,0.0,2.89,0.18,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.44,0.98,1,1.67,1.67,0.0,0.45,0.93,1.67,0.0,0.33,0.45,0.0,0.67,0.65,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,9.48,0.03,0,1.67,1.67,0.0,0.45,0.93,1.67,0.0,0.33,0.45,0.0,0.67,0.65,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.52,0.63,0,0.0,0.0,0.0,0.0,0.31,0.48,0.09,0.21,0.56,0.72,1.21,0.89,0.0,0.9,0.35,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.56,0.98,1,0.0,0.0,0.0,0.0,0.31,0.48,0.09,0.21,0.56,0.72,1.21,0.89,0.0,0.9,0.35,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,9.6,0.03,0,0.0,0.0,0.0,0.0,0.62,0.85,0.18,0.46,1.18,1.8,1.79,1.83,0.0,1.53,0.77,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.64,0.98,1,0.0,0.0,0.0,0.0,0.54,0.36,0.23,0.41,1.18,1.97,1.74,1.89,0.0,1.33,1.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.68,0.98,1,0.0,0.0,0.0,0.0,0.54,0.36,0.23,0.41,1.18,1.97,1.74,1.89,0.0,1.33,1.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.72,0.03,0,0.0,0.0,0.0,0.0,0.22,0.0,0.14,0.16,0.56,0.89,1.16,0.96,0.0,0.71,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.76,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.8,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.84,0.47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.88,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.92,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.96,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.0,0.73,0,1.67,1.67,0.0,0.19,0.86,1.67,0.0,0.17,0.82,0.0,0.0,0.74,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.04,0.77,1,3.33,3.33,0.0,0.52,1.43,2.85,0.0,0.52,1.93,0.58,0.0,1.55,0.0,3.33,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.08,0.88,1,5.0,5.0,0.0,1.44,1.86,4.51,0.0,0.81,2.5,0.58,0.45,2.77,0.0,5.0,0.0,4.95,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10.12,0.28,0,3.33,3.33,0.0,1.25,1.0,2.85,0.0,0.64,1.68,0.58,0.45,2.03,0.0,3.33,0.0,3.29,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10.16,0.47,0,3.33,3.33,0.0,2.58,0.81,2.74,0.0,0.6,1.52,0.51,0.71,2.67,0.0,3.33,0.0,3.33,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10.2,0.03,0,1.67,1.67,0.0,1.66,0.38,1.07,0.0,0.3,0.95,0.51,0.26,1.46,0.0,1.67,0.0,1.67,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10.24,0.03,0,3.33,3.33,0.0,3.32,0.86,1.76,0.0,0.88,0.95,0.51,1.92,2.84,0.0,3.33,0.0,2.73,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.28,0.77,1,2.09,1.67,0.0,2.64,0.48,0.76,0.0,0.58,0.4,0.0,1.67,2.17,0.0,2.76,0.38,1.58,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.32,0.03,0,2.09,1.67,0.0,2.64,0.48,0.76,0.0,0.58,0.4,0.0,1.67,2.17,0.0,2.76,0.38,1.58,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10.36,0.03,0,0.66,0.0,0.0,1.01,0.3,0.14,0.0,0.35,0.4,0.0,0.49,1.27,0.27,1.68,0.92,1.56,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10.4,0.98,1,0.54,0.29,0.0,0.12,0.51,0.07,0.0,0.46,0.0,0.0,1.52,0.81,0.71,1.08,1.52,2.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,10.44,0.98,1,0.99,0.73,0.0,0.12,0.57,0.21,0.0,0.46,0.0,0.0,2.58,1.43,0.71,1.81,2.13,3.48,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,10.48,0.98,1,1.22,1.26,0.0,0.08,0.27,0.14,0.0,0.11,0.0,0.0,2.43,1.39,0.77,2.16,2.42,3.39,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,10.52,0.98,1,1.51,1.93,0.04,0.0,0.06,0.14,0.0,0.0,0.0,0.0,3.06,1.57,0.46,2.42,2.37,2.88,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,10.56,0.98,1,1.6,2.47,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.0,3.67,1.46,0.5,2.53,2.68,2.44,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,10.6,0.88,1,1.56,2.86,0.34,0.05,0.0,0.18,0.0,0.0,0.0,0.0,5.0,1.67,0.61,2.39,2.64,1.63,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,10.64,0.82,1,1.27,2.76,0.51,0.07,0.0,0.18,0.0,0.0,0.0,0.0,5.0,1.52,1.49,2.49,2.86,1.56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,10.68,0.98,1,1.12,2.63,0.64,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.27,2.16,2.44,2.88,0.93,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,10.72,0.98,1,1.16,2.49,0.9,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.22,3.02,2.53,3.49,1.15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
